metric,value
median_accrual_quality_cycle_convexity,
median_financing_dependency_stress,
median_financing_dependency_burn_component,
median_financing_dependency_dilution_component,
median_financing_dependency_debt_component,
median_financing_dependency_revision_component,
median_capital_allocation_financing_dependency_component,
median_earnings_signal_confidence,1.0
median_revision_signal_confidence,0.0
median_revision_jerk_signal_confidence,0.0
median_estimate_term_structure_signal_confidence,0.0
median_growth_signal_confidence,0.4
median_momentum_signal_confidence,1.0
median_news_signal_confidence,0.0
median_news_shock_signal_confidence,0.0
median_capital_allocation_signal_confidence,0.0
median_residual_value_signal_confidence,0.0
median_compounder_persistence_signal_confidence,0.0
median_recovery_transition_signal_confidence,0.0
median_investment_restraint_signal_confidence,0.0
median_accrual_quality_signal_confidence,0.0
median_quality_acceleration_signal_confidence,0.0
median_insider_conviction_signal_confidence,0.0
median_news_theme_drift_signal_confidence,0.0
median_technical_momentum_signal_confidence,0.0
median_effective_core_share,0.92
median_effective_optional_share,0.08
median_contrib_shareholder_yield,0.0
median_contrib_gross_profitability,0.0
median_contrib_adjusted_book_to_market,0.0
median_contrib_residual_value,0.0
median_contrib_compounder_persistence,0.0
median_contrib_earnings,0.0
median_contrib_revision_impulse,0.0
median_contrib_revision_jerk,0.0
median_contrib_estimate_term_structure,0.0
median_contrib_growth,0.0
median_contrib_momentum,0.0
median_contrib_news_event,0.0
median_contrib_news_shock,0.0
median_contrib_capital_allocation,0.0
median_contrib_recovery_transition,0.0
median_contrib_investment_restraint,0.0
median_contrib_accrual_quality,0.0
median_contrib_quality_acceleration,0.0
median_contrib_insider_conviction,0.0
median_contrib_news_theme_drift,0.0
median_contrib_technical_momentum,0.0
median_contrib_employee_efficiency,0.0
median_contrib_forensic,-0.0
final_ranked_count,1.0
median_market_cap,3856106869893.0
median_shareholder_yield,0.027488046168217328
median_gross_profitability,0.4854885190760942
median_adjusted_book_to_market,0.03022823379457697
median_earnings_momentum_signal,0.06741573033707872
median_earnings_momentum_coverage,1.0
median_pead_signal,0.06741573033707872
median_sue_signal,0.06741573033707872
median_revision_impulse_signal,
median_revision_jerk_signal,
median_revision_short_divergence_component,
median_revision_breadth_7d,
median_revision_breadth_30d,
median_revision_breadth_acceleration,
median_float_absorption_signal,
median_squeeze_convexity_signal,
median_estimate_term_structure_signal,
median_estimate_term_structure_overlap_penalty,0.0
median_revenue_growth_yoy,0.0642551178283274
median_revenue_acceleration,0.04403517705318618
median_short_interest_ratio,
median_short_interest_pct_float,
median_short_interest_change,
median_percent_institutions,62.5596
median_institutional_breadth_delta,
median_institutional_ownership_delta,
median_institutional_top5_concentration_delta,62.5596
median_share_drift_1q,
median_share_drift_4q,
median_share_drift_persistence,
median_receivables_days,63.987987822020806
median_receivables_days_delta,2.1554280767294642
median_inventory_days,9.445465242577843
median_inventory_days_delta,-3.197105305836244
median_payables_days,115.40052498189718
median_payables_days_delta,-4.257952237240275
median_cash_conversion_cycle_days,-41.967071917298526
median_cash_conversion_cycle_days_delta,3.2162750081334934
median_cash_conversion_cycle_convexity,
median_residual_value_signal,
median_compounder_persistence_signal,
median_peer_relative_anomaly_signal,
median_peer_ownership_breadth_input,
median_price_momentum_6m_ex_1m,0.02687711259865755
median_price_momentum_effective_signal,0.02687711259865755
median_piotroski_score,9.0
median_revenue_per_employee,40756145.333463915
median_gross_profit_per_employee,19116736.852414064
median_forensic_penalty,
median_beneish_m_score,
median_accrual_volatility,0.028183334150398108
median_working_capital_stress_penalty,
median_working_capital_cycle_stress,
median_capital_allocation_quality_signal,
median_capital_allocation_financing_dependency_component,
median_financing_dependency_stress,
median_financing_dependency_burn_component,
median_financing_dependency_dilution_component,
median_financing_dependency_debt_component,
median_financing_dependency_revision_component,
median_investment_restraint_signal,
median_investment_restraint_measure_count,
median_accrual_quality_signal,
median_accrual_quality_measure_count,
median_accrual_quality_cycle_convexity,
median_quality_acceleration_signal,
median_quality_acceleration_measure_count,
median_recovery_transition_signal,
median_penalty_trend,0.0
median_penalty_quality,0.0
median_penalty_forensic_uncertainty,0.0
median_penalty_core_missing,0.0
median_penalty_momentum_coverage,0.0
median_insider_conviction_signal,
median_insider_ownership_confirmation_component,
median_insider_short_crowding_penalty,
median_sentiment_article_count_recent,
median_news_event_signal,
median_news_event_effective_signal,
median_news_event_breadth,
median_news_article_count_recent,
median_news_baseline_signal,
median_news_baseline_article_count,
median_news_article_volume_spike,
median_news_novelty_score,
median_news_saturation_score,
median_news_shock_signal,
median_news_peer_spillover_signal,
median_news_confirmation_signal,
median_news_macro_multiplier,
median_news_theme_drift_signal,
median_earnings_signal_confidence,1.0
median_revision_signal_confidence,0.0
median_revision_jerk_signal_confidence,0.0
median_estimate_term_structure_signal_confidence,0.0
median_growth_signal_confidence,0.4
median_momentum_signal_confidence,1.0
median_news_signal_confidence,0.0
median_news_shock_signal_confidence,0.0
median_capital_allocation_signal_confidence,0.0
median_residual_value_signal_confidence,0.0
median_compounder_persistence_signal_confidence,0.0
median_peer_relative_anomaly_signal_confidence,0.0
median_recovery_transition_signal_confidence,0.0
median_investment_restraint_signal_confidence,0.0
median_accrual_quality_signal_confidence,0.0
median_quality_acceleration_signal_confidence,0.0
median_insider_conviction_signal_confidence,0.0
median_news_theme_drift_signal_confidence,0.0
median_technical_momentum_signal_confidence,0.0
median_effective_core_share,0.92
median_effective_optional_share,0.08
median_contrib_shareholder_yield,0.0
median_contrib_gross_profitability,0.0
median_contrib_adjusted_book_to_market,0.0
median_contrib_residual_value,0.0
median_contrib_compounder_persistence,0.0
median_contrib_peer_relative_anomaly,0.0
median_contrib_earnings,0.0
median_contrib_revision_impulse,0.0
median_contrib_revision_jerk,0.0
median_contrib_estimate_term_structure,0.0
median_contrib_growth,0.0
median_contrib_momentum,0.0
median_contrib_news_event,0.0
median_contrib_news_shock,0.0
median_contrib_capital_allocation,0.0
median_contrib_recovery_transition,0.0
median_contrib_investment_restraint,0.0
median_contrib_accrual_quality,0.0
median_contrib_quality_acceleration,0.0
median_contrib_insider_conviction,0.0
median_contrib_news_theme_drift,0.0
median_contrib_technical_momentum,0.0
median_contrib_employee_efficiency,0.0
median_contrib_forensic,-0.0
sector_share::Technology,1.0
